file,header_id,header_base,manifest_id,hash_match,sha256,verification
2010-0250__AD_2010-0250_1__easa_ad_2010_0250_superseded.pdf,2010-0250,2010-0250,2010-0250,True,63c34a72ad01fd2ee543f60a6c2fa5b822dc749678931b97f7fe84a7fc7a132d,First-page AD header
2010-0251__AD_2010-0251_1__easa_ad_2010_0251_superseded.pdf,2010-0251,2010-0251,2010-0251,True,1b324203f18159ed5d58ce20be3e407b007ea1d50095d54f78388767d86ac8e1,First-page AD header
2010-0252__AD_2010-0252_1__easa_ad_2010_0252.pdf,2010-0252,2010-0252,2010-0252,True,ffa1bbe58abfbf0588d0a9bbfe4e51ef44084bb3abca1adc9b60896297c0bf1b,First-page AD header
2010-0253__AD_2010-0253_1__easa_ad_2010_0253_superseded.pdf,2010-0253,2010-0253,2010-0253,True,484415259ce372db724af636faae1e3ad3e657fd51a2789cc395eaf60a2727ed,First-page AD header
2010-0255__AD_2010-0255_2__easa_ad_2010_0255.pdf,2010-0255,2010-0255,2010-0255,True,b6a7226522e868385c1904934ccca1ae51737deb7b00756ee8f626bd97defd1a,First-page AD header
2010-0259__AD_2010-0259_1__easa_ad_2010_0259.pdf,2010-0259,2010-0259,2010-0259,True,e039938fe27f287ce0460f4060798444633e0238705f75c4cf235594d9b16fdf,First-page AD header
2010-0264__AD_2010-0264_1__easa_ad_2010_0264_superseded.pdf,2010-0264,2010-0264,2010-0264,True,6fd92b04ce47f87c2d03b4424a8106221806263cfc4d416cd67b2cf388d2e6db,First-page AD header
2010-0267__AD_2010-0267_1__easa_ad_2010_0267_Superseded.pdf,2010-0267,2010-0267,2010-0267,True,40e19d57e5e395635fc932204255bcd3ea9977b6530acf24c55fd4ba02c08aee,First-page AD header
2010-0271__AD_2010-0271_1__easa_ad_2010_0271.pdf,2010-0271,2010-0271,2010-0271,True,f4793f605684347cc73dec4f6701b9bb9d60500c3cf1b4a1212efa9c2eb66f82,First-page AD header
2011-0001R1__AD_2011-0001R1_2__easa_ad_2011_0001_R1.pdf,2011-0001R1,2011-0001,2011-0001R1,True,fd7ed9aa3a104860fbcf622c29daa013a8f9f49a067434aa55210c632b910e34,First-page AD header
2011-0002R1__AD_2011-0002R1_1__easa_ad_2011_0002_R1_superseded.pdf,2011-0002R1,2011-0002,2011-0002R1,True,25e4b7d2c3966f26b203030613771b6f2ba0ff616f2fb543c58acf7a4eacecc2,First-page AD header
2011-0005__AD_2011-0005_1__easa_ad_2011_0005_Superseded.pdf,2011-0005,2011-0005,2011-0005,True,e278d963eeb6e29ee7f9b866a6490a48d378739f1b159123a99a1a399f3bc3f9,First-page AD header
2011-0006__AD_2011-0006_1__easa_ad_2011_0006_Superseded.pdf,2011-0006,2011-0006,2011-0006,True,00a09cbc2d759cca7db23126a4f2ded1345d85c4b7e240a1ec73c454d6acc0ec,First-page AD header
2011-0007R1__AD_2011-0007R1_1__easa_ad_2011_0007_R1_superseded.pdf,2011-0007R1,2011-0007,2011-0007R1,True,5a4588ba5b9af2babd6ab689a67ab1c5a37066ef04e0e69c35577c3887a9befe,First-page AD header
2011-0011__AD_2011-0011_1__easa_ad_2011_0011_superseded.pdf,2011-0011,2011-0011,2011-0011,True,3f6dea37ccdddcb1a7f0788e1c6cfdc8289f4a26bc1f03f3c5cd9af7b543dcf7,First-page AD header
2011-0013R1__AD_2011-0013R1_1__easa_ad_2011_0013_R1_superseded.pdf,2011-0013R1,2011-0013,2011-0013R1,True,2f11ff946e4c6332bf85fe5f0b7d969d7d1e098afaac8a2c35bfa02d98641cff,First-page AD header
2011-0015__AD_2011-0015_1__easa_ad_2011_0015.pdf,2011-0015,2011-0015,2011-0015,True,a413cbab6198a6f71b3a5fc176b32da16aed57cb3f668ebec9327201518e85ae,First-page AD header
2011-0017__AD_2011-0017_1__easa_ad_2011_0017_Superseded.pdf,2011-0017,2011-0017,2011-0017,True,2d7246f807dc052df974c444e860413149dea45b5d3fdb7da3ac601b5d226140,First-page AD header
2011-0018__AD_2011-0018_1__easa_ad_2011_0018.pdf,2011-0018,2011-0018,2011-0018,True,62734580542d8d78506ebde3c8ad70aaa94cc28fe3740b13088be91297e25a62,First-page AD header
2011-0022__AD_2011-0022_1__easa_ad_2011_0022_Superseded.pdf,2011-0022,2011-0022,2011-0022,True,914a5c7ebc2676ef1dc8ac6c5db46598fbf5308e20de9f632b240105ce0a96d8,First-page AD header
2011-0024R1__AD_2011-0024R1_1__easa_ad_2011_0024_R1.pdf,2011-0024R1,2011-0024,2011-0024R1,True,46fde500df9f98fa21e89e7ea8ab46818cc6230c3626f494d5ab724cd21750dd,First-page AD header
2011-0026__AD_2011-0026_1__easa_ad_2011_0026_superseded.pdf,2011-0026,2011-0026,2011-0026,True,e0958c61fd2b6dc8ecb6ebcdeb7e72145e90a13538b91d962e28bdbf41f4d346,First-page AD header
2011-0028__AD_2011-0028_1__easa_ad_2011_0028.pdf,2011-0028,2011-0028,2011-0028,True,6bd7a3c2d11def6d20d748459be002d016eb431b02526bcea9c9355027cf4bac,First-page AD header
2011-0029__AD_2011-0029_1__easa_ad_2011_0029.pdf,2011-0029,2011-0029,2011-0029,True,9e96536b3d2774d14b48b9f819d47b233e0fed977cd01d0147d1a35a198cb13a,First-page AD header
2011-0032__AD_2011-0032_1__easa_ad_2011_0032.pdf,2011-0032,2011-0032,2011-0032,True,f07ab56fbd6f85a2eaf347758c2fcb11d5a94b0e28dba4e57456b0c6aa1f7d20,First-page AD header
2011-0034__AD_2011-0034_1__easa_ad_2011_0034_superseded.pdf,2011-0034,2011-0034,2011-0034,True,58c22c47725f623aaf884e81f7f89f771f5da498db5afa6ff38ff4899829a4b2,First-page AD header
2011-0035__AD_2011-0035_1__easa_ad_2011_0035.pdf,2011-0035,2011-0035,2011-0035,True,92148ca45fde374a20c252ba0f6a87ecd5eefdbd3988066785cbf07b62a3e15e,First-page AD header
2011-0036__AD_2011-0036_1__easa_ad_2011_0036_Correction.pdf,2011-0036,2011-0036,2011-0036,True,a55574a445a799ae65e52cc113ef38afaa7117eff3bcf06bca1cab7068d1df4e,First-page AD header
2011-0040__AD_2011-0040_2__easa_ad_2011_0040_superseded.pdf,2011-0040,2011-0040,2011-0040,True,cc0ae6a03e880e76375cc318d1729c4a6509b8493076d9ad08a7e2a68daa8fc7,First-page AD header
2011-0041R1__AD_2011-0041R1_1__easa_ad_2011_0041_R1.pdf,2011-0041R1,2011-0041,2011-0041R1,True,05550bb3539b137d2da5011ff1fdf5ae26c469214c0bc943d1adf0e1693e393e,First-page AD header
2011-0043__AD_2011-0043_1__easa_ad_2011_0043.pdf,2011-0043,2011-0043,2011-0043,True,73ae6934158cf15d3890d9bd4b4acfaab5bcdbf0c760fb03ceb17f1760a56b48,First-page AD header
2011-0054__AD_2011-0054_1__easa_ad_2011_0054.pdf,2011-0054,2011-0054,2011-0054,True,c2fa49f3197171cac994b5875ffd33c1247b4399c69ab84eb0dc02391d7a6fbd,First-page AD header
2011-0055__AD_2011-0055_1__easa_ad_2011_0055.pdf,2011-0055,2011-0055,2011-0055,True,3c2f99d933e5b7eb1231f6ca5dc34b6276f09769273befbd5cd1bea4a2e92220,First-page AD header
2011-0056__AD_2011-0056_1__easa_ad_2011_0056.pdf,2011-0056,2011-0056,2011-0056,True,e76ed38c09b0bfb78818f753d9a335ab768d830598ee8e20aa1c9d1f8b074465,First-page AD header
2011-0058R3__AD_2011-0058R3_1__easa_ad_2011_0058R3.pdf,2011-0058R3,2011-0058,2011-0058R3,True,b0c9bce9fef0aae287d5743efe068bca094c7b494d0216c62e2f3a1851695e46,First-page AD header
2011-0062__AD_2011-0062_1__easa_ad_2011_0062_superseded.pdf,2011-0062,2011-0062,2011-0062,True,365c3215040c6406e241aa37654264f3947523f7b252d51729ed5f85abce6d34,First-page AD header
2011-0069R1__AD_2011-0069R1_1__easa_ad_2011_0069_R1_superseded.pdf,2011-0069R1,2011-0069,2011-0069R1,True,270865153b625774101a017e32278dce747be32c79a243abb3f18d51ed640ef5,First-page AD header
2011-0071__AD_2011-0071_1__easa_ad_2011_0071.pdf,2011-0071,2011-0071,2011-0071,True,f0c0f198bb22310906158c39f99ed83f4f127b421f600042d8e634cca67a53dd,First-page AD header
2011-0073__AD_2011-0073_1__easa_ad_2011_0073.pdf,2011-0073,2011-0073,2011-0073,True,e90acbbdd66ab5ecf5406ad13e335d9a1915b3b8851032d6b01bd64393596454,First-page AD header
2011-0075__AD_2011-0075_1__easa_ad_2011_0075.pdf,2011-0075,2011-0075,2011-0075,True,d093711de2bc03fc44f7cc2e0f87b310071b8e4b0199560856181fcc39f4ad49,First-page AD header
2011-0077__AD_2011-0077_1__easa_ad_2011_0077.pdf,2011-0077,2011-0077,2011-0077,True,8cb292963421eec87bb9ce8765bc513748c4024e1ce5355732dd188930d6cb5e,First-page AD header
2011-0084__AD_2011-0084_1__easa_ad_2011_0084_Superseded.pdf,2011-0084,2011-0084,2011-0084,True,8ed0dc0dee225b7b61b9e85b46fa77320021dffe4bd165f90d3923f26ac2ad2e,First-page AD header
2011-0085R1__AD_2011-0085R1_1__easa_ad_2011_0085_R1_Correction.pdf,2011-0085R1,2011-0085,2011-0085R1,True,91677b8bec0ca56b09bb2e40ade17961e1e88e49f04adc6a3bac7c9b7c686f40,First-page AD header
2011-0086R1__AD_2011-0086R1_1__easa_ad_2011_0086_R1.pdf,2011-0086R1,2011-0086,2011-0086R1,True,79a0b8f8214fd970eda0054ea0bc186b0196e382a5f9796e8d165072a21ebcb8,First-page AD header
2011-0088R1__AD_2011-0088R1_1__easa_ad_2011_0088_R1.pdf,2011-0088R1,2011-0088,2011-0088R1,True,3d2294b223ad95623e38a51e0adff2a72d93162d42d213b8729d1b6144815c6a,First-page AD header
2011-0098__AD_2011-0098_1__easa_ad_2011_0098.pdf,2011-0098,2011-0098,2011-0098,True,daf011b8adbfcd23d47aac0c15a431c1ad7aa1f75183587f786c280691fff3d2,First-page AD header
2011-0112__AD_2011-0112_1__easa_ad_2011_0112.pdf,2011-0112,2011-0112,2011-0112,True,eed95fe844679ad3a0a5fd00039b4f1228da0e6c4cbf1e506d26c54c0da30d21,First-page AD header
2011-0113__AD_2011-0113_1__easa_ad_2011_0113_Superseded.pdf,2011-0113,2011-0113,2011-0113,True,028eba52500353e75d0f4468cf0b82b3bf449e89fae14feb036c2001914904de,First-page AD header
2011-0120R1__AD_2011-0120R1_1__easa_ad_2011_0120_R1.pdf,2011-0120R1,2011-0120,2011-0120R1,True,2c622264d66857bac587af64472400d1ff25bb827a5b8539abcf4f2e24bd91d6,First-page AD header
2011-0121R1__AD_2011-0121R1_1__easa_ad_2011_0121_R1.pdf,2011-0121R1,2011-0121,2011-0121R1,True,cd7a1fd6599cecca4be09b8c1c131ebd462f7774af207940533ed4eff832c853,First-page AD header
2011-0124R1__AD_2011-0124R1_1__easa_ad_2011_0124_R1_Superseded.pdf,2011-0124R1,2011-0124,2011-0124R1,True,e89bd79eab84cb1dccf37c7bc6e80ec3cc2b41556e61530c73426c1bede70dbc,First-page AD header
2011-0125__AD_2011-0125_1__easa_ad_2011_0125.pdf,2011-0125,2011-0125,2011-0125,True,742ed9bc31624dfb1b25cea01ce31096e78328cb90b0effe1d4ddfacc3d15c2e,First-page AD header
2011-0134__AD_2011-0134_1__easa_ad_2011_0134_superseded.pdf,2011-0134,2011-0134,2011-0134,True,6348a1affc2e21966f3a18e683e7d88a0ead205e0837583bf6e183f6e50a3d58,First-page AD header
2011-0137R1__AD_2011-0137R1_1__easa_ad_2011_0137_R1.pdf,2011-0137R1,2011-0137,2011-0137R1,True,516fa3261f7c525fdc4858279c5543b6177128faea795ce03fe53d99086c8aac,First-page AD header
2011-0138__AD_2011-0138_1__easa_ad_2011_0138.pdf,2011-0138,2011-0138,2011-0138,True,6a8d090392a49888f9cb8d4d3de1544b4289bffd2345dcba5dc8df9fae2f90ba,First-page AD header
2011-0139__AD_2011-0139_1__easa_ad_2011_0139_superseded.pdf,2011-0139,2011-0139,2011-0139,True,20a83f8b8dd9b9a6a8e4dd6b25f8fb3a70c8f3cb8000cb454714a272f72d980b,First-page AD header
2011-0141__AD_2011-0141_1__easa_ad_2011_0141_superseded.pdf,2011-0141,2011-0141,2011-0141,True,0ce5f85d12bcd2edb40b15ff04d86582eb45a49f7713ebcc568d9232d7ed3cd1,First-page AD header
2011-0142__AD_2011-0142_1__easa_ad_2011_0142.pdf,2011-0142,2011-0142,2011-0142,True,4c304bb1fe3d68254d3bac6e9e8e63a0412d87cc8b8c8fc681b0cb5ed16b7710,First-page AD header
2011-0151__AD_2011-0151_1__easa_ad_2011_0151.pdf,2011-0151,2011-0151,2011-0151,True,a08467a6ee2b8eca985005d7336c4eacb7a1b6e953fad92acedde041edb6f60d,First-page AD header
2011-0155R1__AD_2011-0155R1_1__easa_ad_2011_0155_R1_superseded.pdf,2011-0155R1,2011-0155,2011-0155R1,True,6e213059d0f911d7c3dff012fb2e2821c566e54c1685472ea4524b3331ebd6ed,First-page AD header
2011-0160R2__AD_2011-0160R2_2__easa_ad_2011_0160_R2_superseded.pdf,2011-0160R2,2011-0160,2011-0160R2,True,d9bcb52cf5498873e7011297d69c8d6a9f0157461997ee3ed2bde8456083f768,First-page AD header
2011-0161__AD_2011-0161_2__easa_ad_2011_0161.pdf,2011-0161,2011-0161,2011-0161,True,727930a693f4e0391e8ffe643ea8baf6152a0df68439057f32e66a63c5e8ef87,First-page AD header
2011-0163__AD_2011-0163_1__easa_ad_2011_0163_superseded.pdf,2011-0163,2011-0163,2011-0163,True,164a7e0a347986318fc3dd11a45d277b2c8e5f0eac57d07edc939636d952daef,First-page AD header
2011-0165__AD_2011-0165_1__easa_ad_2011_0165_superseded.pdf,2011-0165,2011-0165,2011-0165,True,b7cfb4d2bae7b7e40ebb8eb892e1bda357e649bda43c5296c18587aee1534942,First-page AD header
2011-0166__AD_2011-0166_1__easa_ad_2011_0166_superseded.pdf,2011-0166,2011-0166,2011-0166,True,0949aecfa08742274aebdda494cff460d340a7eb31fd6492fbdb6b118af86e69,First-page AD header
2011-0167__AD_2011-0167_1__easa_ad_2011_0167_superseded.pdf,2011-0167,2011-0167,2011-0167,True,1c282e17da52d6a3b617523dfd8d235f7a511f17ca07eceff29a4a24d9586bff,First-page AD header
2011-0170__AD_2011-0170_1__easa_ad_2011_0170_superseded.pdf,2011-0170,2011-0170,2011-0170,True,51121d09e218d4c62d021ea3d427cf4bd2fb37670734389302578fa43af7c47d,First-page AD header
2011-0171R1__AD_2011-0171R1_1__easa_ad_2011_0171_R1.pdf,2011-0171R1,2011-0171,2011-0171R1,True,3e83b164af62347c489c1a4c92c409d7171f1195a9c5f8a63c10a812cd106701,First-page AD header
2011-0173R1__AD_2011-0173R1_1__EASA_AD_2011_0173_R1_superseded.pdf,2011-0173R1,2011-0173,2011-0173R1,True,565ad8b4526cac8288fc97e86e29b2ff768e73893986a0ead0cb30bd0b9d27ab,First-page AD header
2011-0174__AD_2011-0174_1__easa_ad_2011_0174_superseded.pdf,2011-0174,2011-0174,2011-0174,True,299ede5188fcae45d7e6fcb03f60dc3e96709f0deb6d5e776db9e7b15ae1f265,First-page AD header
2011-0176__AD_2011-0176_1__easa_ad_2011_0176.pdf,2011-0176,2011-0176,2011-0176,True,100c781be8a84a92f8ca6a43a98ee22d6a154197f88b19b443e39a1ec55cddaf,First-page AD header
2011-0177__AD_2011-0177_1__easa_ad_2011_0177_Correction.pdf,2011-0177,2011-0177,2011-0177,True,313db306ce4cc1dc3d38699c9995e1b53cea3e39d3053710585e08ed79b9967e,First-page AD header
2011-0178R1__AD_2011-0178R1_2__easa_ad_2011_0178_R1_Correction.pdf,2011-0178R1,2011-0178,2011-0178R1,True,4bacfc6aaa99ef38b51408e6fc5d37bcdd35d0690110896a0d0558ea57c18247,First-page AD header
2011-0179R1__AD_2011-0179R1_1__easa_ad_2011_0179_R1.pdf,2011-0179R1,2011-0179,2011-0179R1,True,817a35b4c30dbf28a9e48a1460a7004c459b5c950948916a080168f958f3f4f4,First-page AD header
2011-0186__AD_2011-0186_1__easa_ad_2011_0186.pdf,2011-0186,2011-0186,2011-0186,True,2259fef3e18526e9ff5db216488d21a950b927f6d758cae79b349c99b19dcee1,First-page AD header
2011-0187__AD_2011-0187_1__easa_ad_2011_0187.pdf,2011-0187,2011-0187,2011-0187,True,84459b84ac008e65e611fa4fea32fdd76d505300a35e8f7cfefb277199a84e89,First-page AD header
2011-0188-CN__AD_2011-0188-CN_1__easa_ad_2011_0188CN.pdf,2011-0188,2011-0188,2011-0188,True,1ea845b1d3d8a29447cff5be78cecb8060281fbb276e8ece0232a21a80cbdbbc,First-page AD header
2011-0196__AD_2011-0196_1__easa_ad_2011_0196_Correction_Superseded.pdf,2011-0196,2011-0196,2011-0196,True,6a594277e94895c0543e3bc72d443a592e2b24e98e2ce1fe59ef135335a21d28,First-page AD header
2011-0197__AD_2011-0197_1__easa_ad_2011_0197.pdf,2011-0197,2011-0197,2011-0197,True,09224f02df743f15aeb22c581e5bcd6eb423d19120df5b776c0ce2c44ef861fe,First-page AD header
2011-0198__AD_2011-0198_1__easa_ad_2011_0198_Superseded.pdf,2011-0198,2011-0198,2011-0198,True,5a7b3f40f47fa8b284c8b8a78a82735c905bcd26858313d7bb5b17149ad84f85,First-page AD header
2011-0199R1__AD_2011-0199R1_1__easa_ad_2011_0199_R1.pdf,2011-0199R1,2011-0199,2011-0199R1,True,efd86355f868da19302cea1d9e2db638f5c7bb820722476ec69aa98d9352dfb3,First-page AD header
2011-0201R1__AD_2011-0201R1_1__EASA_AD_2011_0201_R1.pdf,2011-0201R1,2011-0201,2011-0201R1,True,c1ad26e67ae16b12b28c760bf36af2ac580ba036a623b10f84cc30083fa98995,First-page AD header
2011-0202__AD_2011-0202_1__easa_ad_2011_0202_superseded.pdf,2011-0202,2011-0202,2011-0202,True,ccd7ad36c3cff3f27d398edf3740f5b1406da312471caabcf6ca00a7eb53b09b,First-page AD header
2011-0203__AD_2011-0203_1__easa_ad_2011_0203_superseded.pdf,2011-0203,2011-0203,2011-0203,True,4f4006946ae235f7f6807e1ee7ba9324fb0c3bcb3ff7815ecfa87bd87262cb45,First-page AD header
2011-0204R1__AD_2011-0204R1_2__easa_ad_2011_0204_R1.pdf,2011-0204R1,2011-0204,2011-0204R1,True,2352f398bce6be99e6e8f114e7eddfa62f7d69de9d7e684c9db1e5b763d1d42d,First-page AD header
2011-0206__AD_2011-0206_1__easa_ad_2011_0206.pdf,2011-0206,2011-0206,2011-0206,True,01a6d30b3008944fe718887a9d7e36a0fa5b93436ea6cd3b9d09a1537a967071,First-page AD header
2011-0211__AD_2011-0211_1__easa_ad_2011_0211_superseded.pdf,2011-0211,2011-0211,2011-0211,True,bdb0bdb1c0c45d6bc02d0a286d6e66e3a9108b4404df364e7d4dd353a99eea7c,First-page AD header
2011-0212__AD_2011-0212_1__easa_ad_2011_0212_superseded.pdf,2011-0212,2011-0212,2011-0212,True,8e9e67d7e3bd49068eb26b69805e4ca33d9f7085004991e543612f9c529e842e,First-page AD header
2011-0215__AD_2011-0215_1__easa_ad_2011_0215_Superseded.pdf,2011-0215,2011-0215,2011-0215,True,75f930763179119b2bfb16bd4a27c3fc14b37acb180dae89ef3e88605a59b67e,First-page AD header
2011-0217__AD_2011-0217_2__easa_ad_2011_0217.pdf,2011-0217,2011-0217,2011-0217,True,6e06220b2a3e27bf6c1dee6573364f6e59c8c5169830fd63817465b92bc07427,First-page AD header
2011-0229__AD_2011-0229_1__easa_ad_2011_0229.pdf,2011-0229,2011-0229,2011-0229,True,a1652a3f43466d6dda35569aabbbd322abc7d50b68cc406fb631da3a6ee04897,First-page AD header
2011-0231__AD_2011-0231_1__easa_ad_2011_0231_superseded.pdf,2011-0231,2011-0231,2011-0231,True,12a3fba762768f81d6ee72eb66301a55af456974c94a679176afbafeae43bcbc,First-page AD header
2011-0238__AD_2011-0238_1__easa_ad_2011_0238_superseded.pdf,2011-0238,2011-0238,2011-0238,True,b64ffff53d45e1f21bcb59277db748d11b723a4bd39602cc6a1501d18c304a5b,First-page AD header
2011-0242__AD_2011-0242_1__easa_ad_2011_0242_Correction_superseded.pdf,2011-0242,2011-0242,2011-0242,True,cd061a52a213cf973660fe332262d76bf2ba0b9bdfc758bc5c4f848e2cbe821a,First-page AD header
2011-0248__AD_2011-0248_1__easa_ad_2011_0248_Superseded.pdf,2011-0248,2011-0248,2011-0248,True,1609b1a8ca66a44847694beb533d382daaeb227336b6f73ad3434f7f7c4c5dae,First-page AD header
2012-0005__AD_2012-0005_1__easa_ad_2012_0005.pdf,2012-0005,2012-0005,2012-0005,True,51612f8f7b6e9eeae2be6afbf592edce9c479fe26ca602cfcb6f43b17b450166,First-page AD header
2012-0006__AD_2012-0006_1__easa_ad_2012_0006.pdf,2012-0006,2012-0006,2012-0006,True,781e299be696baf35a3a65f160f4739f3a03bc14a30cfe6917d90105be6a4c07,First-page AD header
2012-0007R1__AD_2012-0007R1_1__easa_ad_2012_0007_R1.pdf,2012-0007R1,2012-0007,2012-0007R1,True,000a419c61724572ccf30b01bd212d21ec719cc9a5adc4ceaff99ca2213ee2c2,First-page AD header
2012-0008__AD_2012-0008_1__EASA_AD_2012_0008_superseded.pdf,2012-0008,2012-0008,2012-0008,True,c098f7194224d7c4d1de16dde49a8c20d9b6a7d21b92b250b0baf061ddec3e8f,First-page AD header
2012-0009__AD_2012-0009_1__easa_ad_2012_0009.pdf,2012-0009,2012-0009,2012-0009,True,273d15d886f1dedfa1e01e353b37df38eb5c2dbb7e0b8570b1300c02c47ed250,First-page AD header
2012-0010__AD_2012-0010_1__easa_ad_2012_0010_superseded.pdf,2012-0010,2012-0010,2012-0010,True,c3bbff25013d71d1fd832b52421ed7525e9af173d8897245b105058fdbb75d6e,First-page AD header
2012-0011__AD_2012-0011_1__easa_ad_2012_0011.pdf,2012-0011,2012-0011,2012-0011,True,45eb0e039f61f8ad2ba339283bb99eeb363878fd9462e556366bed67af696f29,First-page AD header
2012-0012__AD_2012-0012_1__EASA_AD_2012_0012_superseded.pdf,2012-0012,2012-0012,2012-0012,True,7c3536f1b8bf6f7f4751fd0ec16b36b80f368f24c3b754281c2a41877a82d82f,First-page AD header
2012-0013__AD_2012-0013_1__easa_ad_2012_0013_superseded.pdf,2012-0013,2012-0013,2012-0013,True,57cebd03e5d2075500a7c37281ed0a0dd089dbe1851596b4bc2d91f42527a8b5,First-page AD header
2012-0015__AD_2012-0015_2__easa_ad_2012_0015_superseded.pdf,2012-0015,2012-0015,2012-0015,True,75e01199344f271f6325c268e09743ef9574aaf45f68f856ffd4aceb0d28a9d0,First-page AD header
2012-0016R1__AD_2012-0016R1_1__easa_ad_2012_0016R1.pdf,2012-0016R1,2012-0016,2012-0016R1,True,bb29aeccf22674b92e9666783917b4edadbcc2e05c52e64de836c8ef3a6b94da,First-page AD header
2012-0017__AD_2012-0017_1__easa_ad_2012_0017.pdf,2012-0017,2012-0017,2012-0017,True,08a56170bbad8b8b55eda0019bd3b9677d877e1a60e632e1ec65b7f183a11fc6,First-page AD header
2012-0020__AD_2012-0020_1__easa_ad_2012_0020_superseded.pdf,2012-0020,2012-0020,2012-0020,True,f5a32eef5781bff7a21e8f3a96eb8a6dc911cde4df71b030756922117d6031f1,First-page AD header
2012-0021__AD_2012-0021_2__easa_ad_2012_0021_superseded.pdf,2012-0021,2012-0021,2012-0021,True,1644181a86fa603949a1f0db8bb2b9df628e472d61f5ddfceb40e96b37c3871a,First-page AD header
2012-0026__AD_2012-0026_1__easa_ad_2012_0026_superseded.pdf,2012-0026,2012-0026,2012-0026,True,1e42fcf414f936f5c735792d07d0494bd5415a80451e9e393976d560f9d63bd0,First-page AD header
2012-0028__AD_2012-0028_1__easa_ad_2012_0028_Superseded.pdf,2012-0028,2012-0028,2012-0028,True,a0529463aea8bcfa78b01e11213d21c2f8e6517afd4e3bc448f49c37d388560d,First-page AD header
2012-0031__AD_2012-0031_1__easa_ad_2012_0031_superseded.pdf,2012-0031,2012-0031,2012-0031,True,36cd2236a3fe7cdacabcfc06e07796c15256970ac5c47efb8553067ab9954803,First-page AD header
2012-0032R1__AD_2012-0032R1_1__EASA_AD_2012_0032_R1.pdf,2012-0032R1,2012-0032,2012-0032R1,True,538a75c1f6b83b02b867a8bb31ed29dbe61c525a47f97d6faf0e3c67de2c579d,First-page AD header
2012-0034R1__AD_2012-0034R1_2__EASA_AD_2012_0034_R1.pdf,2012-0034R1,2012-0034,2012-0034R1,True,3ce71e5c74de711d6820662db42149d5dee9fdee0649623c6ca824ee0215bfde,First-page AD header
2012-0042__AD_2012-0042_1__easa_ad_2012_0042.pdf,2012-0042,2012-0042,2012-0042,True,49206e91ddc5870af147cba8f29e16f2742abf202bf073346ff71816136010ec,First-page AD header
2012-0044__AD_2012-0044_1__easa_ad_2012_0044.pdf,2012-0044,2012-0044,2012-0044,True,753df0c9426a1e45b9f7d0a457a682e7267520cab165d6d4a9f83e8693459d2f,First-page AD header
2012-0048__AD_2012-0048_1__easa_ad_2012_0048.pdf,2012-0048,2012-0048,2012-0048,True,17c4b5b668474db1d275fd4e0f0da2e0e67128cc9f295a8dbd3eb545689df584,First-page AD header
2012-0052R1__AD_2012-0052R1_1__EASA_AD_20120052_R1_superseded.pdf,2012-0052R1,2012-0052,2012-0052R1,True,0a5316ad04b90c56f13abecc248a319f576e0e7890cc1f4fc0ba15bca152363f,First-page AD header
2012-0053R1__AD_2012-0053R1_1__EASA_AD_2012_0053_R1_superseded.pdf,2012-0053R1,2012-0053,2012-0053R1,True,a19a81a1245ee1258240ac0651a386ec3794fb92ca18b0286869c52db9d5de3a,First-page AD header
2012-0055R1__AD_2012-0055R1_1__easa_ad_2012_0055_R1_superseded.pdf,2012-0055R1,2012-0055,2012-0055R1,True,c0a144054aecb3add2916ebfe530878b8e2db4b94d63de3dabd94337e804f91b,First-page AD header
2012-0056__AD_2012-0056_1__easa_ad_2012_0056.pdf,2012-0056,2012-0056,2012-0056,True,2989a4c5c0f244c7e999f8c150a1e569ff7130c0051f4d153051336743d69bed,First-page AD header
2012-0061R1__AD_2012-0061R1_1__easa_ad_2012_0061_R1.pdf,2012-0061R1,2012-0061,2012-0061R1,True,e124bfecb5dfd94485bbf0c2ce14f2770a627dd92102e4134684808653e64ef6,First-page AD header
2012-0062__AD_2012-0062_1__easa_ad_2012_0062_superseded.pdf,2012-0062,2012-0062,2012-0062,True,32c59b609310c060fe80e3a705ae7f6efb779d2bc902c3bc4d83476578cba13e,First-page AD header
2012-0069__AD_2012-0069_1__easa_ad_2012_0069.pdf,2012-0069,2012-0069,2012-0069,True,68538d554fc4dcf94f79c5a584ff21ecf00ebf6c1ab3e3258b35e30ee3f10d03,First-page AD header
2012-0070__AD_2012-0070_1__easa_ad_2012_0070_Correction_superseded.pdf,2012-0070,2012-0070,2012-0070,True,1fab3af617352276433a4c91c711306ac0a6cd6133d572ef694e73856d71fe22,First-page AD header
2012-0078R2__AD_2012-0078R2_1__easa_ad_2012_0078_R2.pdf,2012-0078R2,2012-0078,2012-0078R2,True,7369f4ee3f75d2111c7af3119ab2b325eb55fce8725ad14658fc3238c3a068ec,First-page AD header
2012-0082__AD_2012-0082_1__easa_ad_2012_0082.pdf,2012-0082,2012-0082,2012-0082,True,cdacbbffe1fabcaf27fa3abc8375ac89aed602260f569486e92d39793f15728d,First-page AD header
2012-0083__AD_2012-0083_1__easa_ad_2012_0083_superseded.pdf,2012-0083,2012-0083,2012-0083,True,73b72035f0592a6fd1fb33f434ff41e367e6b9a03917066cad1e3408ad967af9,First-page AD header
