base_ad_number,version_order,ad_number,version_label,issue_date,is_emergency,is_correction,correction_date,previous_version,next_version,latest_version,is_latest_version,file_instance_id,relative_path
2010-0145,1,2010-0145,2010-0145,2010-07-14,False,False,,,,2010-0145,True,3046524b1455b79a,2010-0145__AD_2010-0145_1__easa_ad_2010_0145_Superseded.pdf
2010-0148,1,2010-0148,2010-0148,2010-07-21,False,False,,,,2010-0148,True,4df49e12fffacca6,2010-0148__AD_2010-0148_1__easa_ad_2010_0148.pdf
2010-0149,1,2010-0149,2010-0149,2010-07-21,False,False,,,,2010-0149,True,3d87fe1908ee9e75,2010-0149__AD_2010-0149_1__easa_ad_2010_0149.pdf
2010-0164,1,2010-0164,2010-0164,2010-08-05,False,False,,,,2010-0164,True,60596be378420b04,2010-0164__AD_2010-0164_1__easa_ad_2010_0164.pdf
2010-0165,1,2010-0165,2010-0165,2011-08-17,False,False,,,,2010-0165,True,ef4b24b32c7d6561,2010-0165-CN__AD_2010-0165-CN_1__easa_ad_2010_0165_CN.pdf
2010-0167,1,2010-0167,2010-0167,2010-08-11,False,False,,,,2010-0167,True,a877744986c5d96c,2010-0167__AD_2010-0167_1__easa_ad_2010_0167_superseded.pdf
2010-0168,1,2010-0168,2010-0168,2010-08-11,False,False,,,,2010-0168,True,bf1eac3b61532f72,2010-0168__AD_2010-0168_1__easa_ad_2010_0168.pdf
2010-0173,1,2010-0173,2010-0173,2010-08-17,False,False,,,,2010-0173,True,8ef659acae9c1fae,2010-0173__AD_2010-0173_1__easa_ad_2010_0173_superseded.pdf
2010-0174,1,2010-0174,2010-0174,2010-08-17,False,False,,,,2010-0174,True,57e83455fc7c8a71,2010-0174__AD_2010-0174_1__easa_ad_2010_0174_superseded.pdf
2010-0175,1,2010-0175,2010-0175,2010-08-18,False,False,,,,2010-0175,True,e00fd1f3e8268ab3,2010-0175__AD_2010-0175_1__easa_ad_2010_0175.pdf
2010-0177,1,2010-0177,2010-0177,2010-08-30,False,False,,,,2010-0177,True,7883eee47e03ed6d,2010-0177__AD_2010-0177_1__easa_ad_2010_0177.pdf
2010-0178,1,2010-0178R1,2010-0178R1,2011-05-20,False,False,,,,2010-0178R1,True,7119274ed20a36d8,2010-0178R1__AD_2010-0178R1_1__easa_ad_2010_0178_R1.pdf
2010-0187,1,2010-0187R1,2010-0187R1,,False,False,,,,2010-0187R1,True,21db01d91a4c44f1,2010-0187R1__AD_2010-0187R1_1__EASA_AD_2010_0187_R1.pdf
2010-0191,1,2010-0191,2010-0191,2010-09-27,False,False,,,,2010-0191,True,4a0b683951ca8d9e,2010-0191__AD_2010-0191_2__easa_ad_2010_0191_Corrected.pdf
2010-0192,1,2010-0192,2010-0192,2010-09-29,False,False,,,,2010-0192,True,ae9c5b19ab905d47,2010-0192__AD_2010-0192_1__easa_ad_2010_0192_Corrected_superseded.pdf
2010-0193,1,2010-0193,2010-0193,2010-09-29,False,False,,,,2010-0193,True,5c27148852b7aa53,2010-0193__AD_2010-0193_1__easa_ad_2010_0193_Corrected_superseded.pdf
2010-0199,1,2010-0199,2010-0199,2010-09-30,False,False,,,,2010-0199,True,ef5c7be9192cac74,2010-0199__AD_2010-0199_1__easa_ad_2010_0199.pdf
2010-0205,1,2010-0205,2010-0205,2010-10-08,False,False,,,,2010-0205,True,4bcc104c06ef5981,2010-0205__AD_2010-0205_1__easa_ad_2010_0205_superseded.pdf
2010-0209,1,2010-0209,2010-0209,2010-10-14,False,False,,,,2010-0209,True,beb2038da2f58ea5,2010-0209__AD_2010-0209_1__easa_ad_2010_0209.pdf
2010-0210,1,2010-0210,2010-0210 [Corrected: 2010-10-27],2010-10-21,False,True,2010-10-27,,,2010-0210 [Corrected: 2010-10-27],True,4920a535d53a0211,2010-0210__AD_2010-0210_1__easa_ad_2010_0210_superseded.pdf
2010-0211,1,2010-0211R1,2010-0211R1,2010-12-06,False,False,,,,2010-0211R1,True,b60d24c4aa1562a6,2010-0211R1__AD_2010-0211R1_1__easa_ad_2010_0211_R1_Superseded.pdf
2010-0214,1,2010-0214,2010-0214,2010-11-02,False,False,,,,2010-0214,True,28c73330559d767a,2010-0214__AD_2010-0214_1__easa_ad_2010_0214.pdf
2010-0218,1,2010-0218,2010-0218,2010-10-22,False,False,,,,2010-0218,True,1324a180ad40d3a8,2010-0218__AD_2010-0218_1__easa_ad_2010_0218.pdf
2010-0224,1,2010-0224,2010-0224,2010-11-04,False,False,,,,2010-0224,True,ba39564fe7ce3c1a,2010-0224__AD_2010-0224_1__easa_ad_2010_0224.pdf
2010-0225,1,2010-0225,2010-0225,2010-11-05,False,False,,,,2010-0225,True,4e74a22d7e11108a,2010-0225__AD_2010-0225_1__easa_ad_2010_0225.pdf
2010-0232,1,2010-0232,2010-0232,2010-11-12,False,False,,,,2010-0232,True,770b66eaef0fe3ff,2010-0232__AD_2010-0232_1__easa_ad_2010_0232_superseded.pdf
2010-0245,1,2010-0245R1,2010-0245R1,2012-05-22,False,False,,,,2010-0245R1,True,1c13ea4cc6266b2e,2010-0245R1__AD_2010-0245R1_1__easa_ad_2010_0245_R1.pdf
2010-0250,1,2010-0250,2010-0250,2010-11-29,False,False,,,,2010-0250,True,6e8eac7774a07892,2010-0250__AD_2010-0250_1__easa_ad_2010_0250_superseded.pdf
2010-0251,1,2010-0251,2010-0251,2010-11-29,False,False,,,,2010-0251,True,3e641debe0d98134,2010-0251__AD_2010-0251_1__easa_ad_2010_0251_superseded.pdf
2010-0252,1,2010-0252,2010-0252,2010-11-29,False,False,,,,2010-0252,True,a90b2ea6fc921494,2010-0252__AD_2010-0252_1__easa_ad_2010_0252.pdf
2010-0253,1,2010-0253,2010-0253,2010-12-03,False,False,,,,2010-0253,True,5fba9d214e30f4de,2010-0253__AD_2010-0253_1__easa_ad_2010_0253_superseded.pdf
2010-0255,1,2010-0255,2010-0255,2010-12-06,False,False,,,,2010-0255,True,37f34807eb57e7ec,2010-0255__AD_2010-0255_2__easa_ad_2010_0255.pdf
2010-0259,1,2010-0259,2010-0259,2010-12-07,False,False,,,,2010-0259,True,86082eeb1b60c6ae,2010-0259__AD_2010-0259_1__easa_ad_2010_0259.pdf
2010-0264,1,2010-0264,2010-0264,2010-12-20,False,False,,,,2010-0264,True,116e172deef80695,2010-0264__AD_2010-0264_1__easa_ad_2010_0264_superseded.pdf
2010-0267,1,2010-0267,2010-0267,2010-12-21,False,False,,,,2010-0267,True,ed60886b6f6df480,2010-0267__AD_2010-0267_1__easa_ad_2010_0267_Superseded.pdf
2010-0271,1,2010-0271,2010-0271,2010-12-22,False,False,,,,2010-0271,True,2db3e9f8dfdadc71,2010-0271__AD_2010-0271_1__easa_ad_2010_0271.pdf
2011-0001,1,2011-0001R1,2011-0001R1,2013-09-25,False,False,,,,2011-0001R1,True,768d6202f957426b,2011-0001R1__AD_2011-0001R1_2__easa_ad_2011_0001_R1.pdf
2011-0002,1,2011-0002R1,2011-0002R1,2013-04-29,False,False,,,,2011-0002R1,True,66be42aee54850e7,2011-0002R1__AD_2011-0002R1_1__easa_ad_2011_0002_R1_superseded.pdf
2011-0005,1,2011-0005,2011-0005,2011-01-17,False,False,,,,2011-0005,True,a298c7818ec86a31,2011-0005__AD_2011-0005_1__easa_ad_2011_0005_Superseded.pdf
2011-0006,1,2011-0006,2011-0006,2011-01-17,False,False,,,,2011-0006,True,f3c0e3c1e1cab9b4,2011-0006__AD_2011-0006_1__easa_ad_2011_0006_Superseded.pdf
2011-0007,1,2011-0007R1,2011-0007R1,2011-02-14,False,False,,,,2011-0007R1,True,f5e4d3a3bbd1aed8,2011-0007R1__AD_2011-0007R1_1__easa_ad_2011_0007_R1_superseded.pdf
2011-0011,1,2011-0011,2011-0011,2011-01-21,False,False,,,,2011-0011,True,261aa28a143bc9b8,2011-0011__AD_2011-0011_1__easa_ad_2011_0011_superseded.pdf
2011-0013,1,2011-0013R1,2011-0013R1,2012-03-27,False,False,,,,2011-0013R1,True,1a670869f748928b,2011-0013R1__AD_2011-0013R1_1__easa_ad_2011_0013_R1_superseded.pdf
2011-0015,1,2011-0015,2011-0015,2011-01-31,False,False,,,,2011-0015,True,323ee80cdfb38607,2011-0015__AD_2011-0015_1__easa_ad_2011_0015.pdf
2011-0017,1,2011-0017,2011-0017,2011-02-03,False,False,,,,2011-0017,True,ae34730fccc6cfa7,2011-0017__AD_2011-0017_1__easa_ad_2011_0017_Superseded.pdf
2011-0018,1,2011-0018,2011-0018,2011-02-03,False,False,,,,2011-0018,True,7b2c828fabb424fc,2011-0018__AD_2011-0018_1__easa_ad_2011_0018.pdf
2011-0022,1,2011-0022,2011-0022,2011-02-09,False,False,,,,2011-0022,True,9413170119779c6f,2011-0022__AD_2011-0022_1__easa_ad_2011_0022_Superseded.pdf
2011-0024,1,2011-0024R1,2011-0024R1,2011-02-28,False,False,,,,2011-0024R1,True,a3bf715fb8c51aab,2011-0024R1__AD_2011-0024R1_1__easa_ad_2011_0024_R1.pdf
2011-0026,1,2011-0026,2011-0026,2011-02-22,False,False,,,,2011-0026,True,2127cf1d8cd716de,2011-0026__AD_2011-0026_1__easa_ad_2011_0026_superseded.pdf
2011-0028,1,2011-0028,2011-0028,2011-02-24,False,False,,,,2011-0028,True,3989b3911741916d,2011-0028__AD_2011-0028_1__easa_ad_2011_0028.pdf
2011-0029,1,2011-0029,2011-0029,2011-02-24,False,False,,,,2011-0029,True,224bd84400268135,2011-0029__AD_2011-0029_1__easa_ad_2011_0029.pdf
2011-0032,1,2011-0032,2011-0032,2011-03-01,False,False,,,,2011-0032,True,315ceb21f09f6644,2011-0032__AD_2011-0032_1__easa_ad_2011_0032.pdf
2011-0034,1,2011-0034,2011-0034,2011-03-02,False,False,,,,2011-0034,True,45516ce6b8d43933,2011-0034__AD_2011-0034_1__easa_ad_2011_0034_superseded.pdf
2011-0035,1,2011-0035,2011-0035,2011-03-02,False,False,,,,2011-0035,True,19fc0272fb1d1461,2011-0035__AD_2011-0035_1__easa_ad_2011_0035.pdf
2011-0036,1,2011-0036,2011-0036,2011-03-02,False,False,,,,2011-0036,True,f87f6b58e06bc3a5,2011-0036__AD_2011-0036_1__easa_ad_2011_0036_Correction.pdf
2011-0040,1,2011-0040,2011-0040,2011-03-08,False,False,,,,2011-0040,True,e38b0b9e9c3236a7,2011-0040__AD_2011-0040_2__easa_ad_2011_0040_superseded.pdf
2011-0041,1,2011-0041R1,2011-0041R1,2014-10-07,False,False,,,,2011-0041R1,True,87291fa34d4626d4,2011-0041R1__AD_2011-0041R1_1__easa_ad_2011_0041_R1.pdf
2011-0043,1,2011-0043,2011-0043,2011-03-16,False,False,,,,2011-0043,True,5a2082486e8c44c9,2011-0043__AD_2011-0043_1__easa_ad_2011_0043.pdf
2011-0054,1,2011-0054,2011-0054,2011-03-24,False,False,,,,2011-0054,True,6135fddd23d6aa5b,2011-0054__AD_2011-0054_1__easa_ad_2011_0054.pdf
2011-0055,1,2011-0055,2011-0055,2011-03-24,False,False,,,,2011-0055,True,5d95ef98558fe513,2011-0055__AD_2011-0055_1__easa_ad_2011_0055.pdf
2011-0056,1,2011-0056,2011-0056,2011-03-25,False,False,,,,2011-0056,True,748a7321b7f7bdf3,2011-0056__AD_2011-0056_1__easa_ad_2011_0056.pdf
2011-0058,1,2011-0058R3,2011-0058R3,2012-02-29,False,False,,,,2011-0058R3,True,b9d269d4b8b21808,2011-0058R3__AD_2011-0058R3_1__easa_ad_2011_0058R3.pdf
2011-0062,1,2011-0062,2011-0062,2011-04-04,False,False,,,,2011-0062,True,8cf802134939a629,2011-0062__AD_2011-0062_1__easa_ad_2011_0062_superseded.pdf
2011-0069,1,2011-0069R1,2011-0069R1,2012-04-11,False,False,,,,2011-0069R1,True,eb3a2f0bd43ebe11,2011-0069R1__AD_2011-0069R1_1__easa_ad_2011_0069_R1_superseded.pdf
2011-0071,1,2011-0071,2011-0071,2011-04-18,False,False,,,,2011-0071,True,bd5321cb4ed9e8e7,2011-0071__AD_2011-0071_1__easa_ad_2011_0071.pdf
2011-0073,1,2011-0073,2011-0073,2011-04-20,False,False,,,,2011-0073,True,f9a354540f24d0fc,2011-0073__AD_2011-0073_1__easa_ad_2011_0073.pdf
2011-0075,1,2011-0075,2011-0075,2011-04-29,False,False,,,,2011-0075,True,53756bae4413a2e8,2011-0075__AD_2011-0075_1__easa_ad_2011_0075.pdf
2011-0077,1,2011-0077,2011-0077,2011-05-05,False,False,,,,2011-0077,True,94103e73b5f4b7e5,2011-0077__AD_2011-0077_1__easa_ad_2011_0077.pdf
2011-0084,1,2011-0084,2011-0084,2011-05-24,False,False,,,,2011-0084,True,c326fb232b05fea5,2011-0084__AD_2011-0084_1__easa_ad_2011_0084_Superseded.pdf
2011-0085,1,2011-0085R1,2011-0085R1,2012-07-18,False,False,,,,2011-0085R1,True,87a1d2c31afc6425,2011-0085R1__AD_2011-0085R1_1__easa_ad_2011_0085_R1_Correction.pdf
2011-0086,1,2011-0086R1,2011-0086R1,2013-02-19,False,False,,,,2011-0086R1,True,27b9fb10e302f876,2011-0086R1__AD_2011-0086R1_1__easa_ad_2011_0086_R1.pdf
2011-0088,1,2011-0088R1,2011-0088R1,2012-09-12,False,False,,,,2011-0088R1,True,d967cc017623c58c,2011-0088R1__AD_2011-0088R1_1__easa_ad_2011_0088_R1.pdf
2011-0098,1,2011-0098,2011-0098,2011-06-02,False,False,,,,2011-0098,True,ee69a71e72e4a031,2011-0098__AD_2011-0098_1__easa_ad_2011_0098.pdf
2011-0112,1,2011-0112,2011-0112,2011-06-15,False,False,,,,2011-0112,True,7a321140308c146d,2011-0112__AD_2011-0112_1__easa_ad_2011_0112.pdf
2011-0113,1,2011-0113,2011-0113,2011-06-17,False,False,,,,2011-0113,True,8ed3ee09474aa9a2,2011-0113__AD_2011-0113_1__easa_ad_2011_0113_Superseded.pdf
2011-0120,1,2011-0120R1,2011-0120R1,2011-07-13,False,False,,,,2011-0120R1,True,f8ed69e76d0f487d,2011-0120R1__AD_2011-0120R1_1__easa_ad_2011_0120_R1.pdf
2011-0121,1,2011-0121R1,2011-0121R1,2011-07-13,False,False,,,,2011-0121R1,True,ae84eb859c8cba5f,2011-0121R1__AD_2011-0121R1_1__easa_ad_2011_0121_R1.pdf
2011-0124,1,2011-0124R1,2011-0124R1,2014-09-05,False,False,,,,2011-0124R1,True,11088a6cec6c6144,2011-0124R1__AD_2011-0124R1_1__easa_ad_2011_0124_R1_Superseded.pdf
2011-0125,1,2011-0125,2011-0125,2011-06-30,False,False,,,,2011-0125,True,55806c7f1e482695,2011-0125__AD_2011-0125_1__easa_ad_2011_0125.pdf
2011-0134,1,2011-0134,2011-0134,2011-07-15,False,False,,,,2011-0134,True,cda17ecdc4691d61,2011-0134__AD_2011-0134_1__easa_ad_2011_0134_superseded.pdf
2011-0137,1,2011-0137R1,2011-0137R1,2013-07-08,False,False,,,,2011-0137R1,True,c82a6256010f4ec9,2011-0137R1__AD_2011-0137R1_1__easa_ad_2011_0137_R1.pdf
2011-0138,1,2011-0138,2011-0138,2011-07-20,False,False,,,,2011-0138,True,dcfff8a118bff380,2011-0138__AD_2011-0138_1__easa_ad_2011_0138.pdf
2011-0139,1,2011-0139,2011-0139,2011-07-25,False,False,,,,2011-0139,True,a8fcee30412b99af,2011-0139__AD_2011-0139_1__easa_ad_2011_0139_superseded.pdf
2011-0141,1,2011-0141,2011-0141,2011-07-25,False,False,,,,2011-0141,True,c5208bfe17072af2,2011-0141__AD_2011-0141_1__easa_ad_2011_0141_superseded.pdf
2011-0142,1,2011-0142,2011-0142,2011-07-25,False,False,,,,2011-0142,True,2ccf37afa30beb24,2011-0142__AD_2011-0142_1__easa_ad_2011_0142.pdf
2011-0151,1,2011-0151,2011-0151,2011-08-16,False,False,,,,2011-0151,True,c73cca5f2fe148d3,2011-0151__AD_2011-0151_1__easa_ad_2011_0151.pdf
2011-0155,1,2011-0155R1,2011-0155R1,2011-11-15,False,False,,,,2011-0155R1,True,bcd79e32e2e0c2d3,2011-0155R1__AD_2011-0155R1_1__easa_ad_2011_0155_R1_superseded.pdf
2011-0160,1,2011-0160R2,2011-0160R2,2013-01-24,False,False,,,,2011-0160R2,True,4efe98dbf85b1719,2011-0160R2__AD_2011-0160R2_2__easa_ad_2011_0160_R2_superseded.pdf
2011-0161,1,2011-0161,2011-0161,2011-08-26,False,False,,,,2011-0161,True,154627ee743b0c17,2011-0161__AD_2011-0161_2__easa_ad_2011_0161.pdf
2011-0163,1,2011-0163,2011-0163,2011-08-30,False,False,,,,2011-0163,True,7a5e629e23092030,2011-0163__AD_2011-0163_1__easa_ad_2011_0163_superseded.pdf
2011-0165,1,2011-0165,2011-0165,2011-09-01,False,False,,,,2011-0165,True,28e4a9a32cf8cb6a,2011-0165__AD_2011-0165_1__easa_ad_2011_0165_superseded.pdf
2011-0166,1,2011-0166,2011-0166,2011-09-01,False,False,,,,2011-0166,True,62bc21415ddc1372,2011-0166__AD_2011-0166_1__easa_ad_2011_0166_superseded.pdf
2011-0167,1,2011-0167,2011-0167,2011-09-06,False,False,,,,2011-0167,True,827447fb83da0178,2011-0167__AD_2011-0167_1__easa_ad_2011_0167_superseded.pdf
2011-0170,1,2011-0170,2011-0170,2011-09-07,False,False,,,,2011-0170,True,946c059ed866796e,2011-0170__AD_2011-0170_1__easa_ad_2011_0170_superseded.pdf
2011-0171,1,2011-0171R1,2011-0171R1,2013-01-11,False,False,,,,2011-0171R1,True,13e00117571fa01f,2011-0171R1__AD_2011-0171R1_1__easa_ad_2011_0171_R1.pdf
2011-0173,1,2011-0173R1,2011-0173R1,2014-08-21,False,False,,,,2011-0173R1,True,ae150fb9d798fe00,2011-0173R1__AD_2011-0173R1_1__EASA_AD_2011_0173_R1_superseded.pdf
2011-0174,1,2011-0174,2011-0174,2011-09-08,False,False,,,,2011-0174,True,02da0f3a6a026485,2011-0174__AD_2011-0174_1__easa_ad_2011_0174_superseded.pdf
2011-0176,1,2011-0176,2011-0176,2011-09-13,False,False,,,,2011-0176,True,af4617664a7e50d6,2011-0176__AD_2011-0176_1__easa_ad_2011_0176.pdf
2011-0177,1,2011-0177,2011-0177,2011-09-15,False,False,,,,2011-0177,True,194e768b9d0f9b96,2011-0177__AD_2011-0177_1__easa_ad_2011_0177_Correction.pdf
2011-0178,1,2011-0178R1,2011-0178R1,2012-03-06,False,False,,,,2011-0178R1,True,6cca2f2d2b835687,2011-0178R1__AD_2011-0178R1_2__easa_ad_2011_0178_R1_Correction.pdf
2011-0179,1,2011-0179R1,2011-0179R1,2012-03-06,False,False,,,,2011-0179R1,True,5a5e9ca53032f554,2011-0179R1__AD_2011-0179R1_1__easa_ad_2011_0179_R1.pdf
2011-0186,1,2011-0186,2011-0186,2011-09-23,False,False,,,,2011-0186,True,567cc72ce7802399,2011-0186__AD_2011-0186_1__easa_ad_2011_0186.pdf
2011-0187,1,2011-0187,2011-0187,2011-09-27,False,False,,,,2011-0187,True,cf2775990f19aa01,2011-0187__AD_2011-0187_1__easa_ad_2011_0187.pdf
2011-0188,1,2011-0188,2011-0188,2011-09-27,False,False,,,,2011-0188,True,c213574a92e3b1a0,2011-0188-CN__AD_2011-0188-CN_1__easa_ad_2011_0188CN.pdf
2011-0196,1,2011-0196,2011-0196,2011-10-07,False,False,,,,2011-0196,True,ba3b7ad2ec6b16e1,2011-0196__AD_2011-0196_1__easa_ad_2011_0196_Correction_Superseded.pdf
2011-0197,1,2011-0197,2011-0197,2011-10-10,False,False,,,,2011-0197,True,943272592a241ed2,2011-0197__AD_2011-0197_1__easa_ad_2011_0197.pdf
2011-0198,1,2011-0198,2011-0198,2011-10-19,False,False,,,,2011-0198,True,03d9a75188587585,2011-0198__AD_2011-0198_1__easa_ad_2011_0198_Superseded.pdf
2011-0199,1,2011-0199R1,2011-0199R1,2012-02-17,False,False,,,,2011-0199R1,True,4c7d74e07e0da9a0,2011-0199R1__AD_2011-0199R1_1__easa_ad_2011_0199_R1.pdf
2011-0201,1,2011-0201R1,2011-0201R1,,False,False,,,,2011-0201R1,True,d75b878ae3a7cb25,2011-0201R1__AD_2011-0201R1_1__EASA_AD_2011_0201_R1.pdf
2011-0202,1,2011-0202,2011-0202,2011-10-13,False,False,,,,2011-0202,True,66dffcaf076f8ca9,2011-0202__AD_2011-0202_1__easa_ad_2011_0202_superseded.pdf
2011-0203,1,2011-0203,2011-0203,2011-10-13,False,False,,,,2011-0203,True,da761e59482e46e0,2011-0203__AD_2011-0203_1__easa_ad_2011_0203_superseded.pdf
2011-0204,1,2011-0204R1,2011-0204R1,2013-03-20,False,False,,,,2011-0204R1,True,c0c2c045e6baa9b1,2011-0204R1__AD_2011-0204R1_2__easa_ad_2011_0204_R1.pdf
2011-0206,1,2011-0206,2011-0206,2011-10-20,False,False,,,,2011-0206,True,94d270707c28ed87,2011-0206__AD_2011-0206_1__easa_ad_2011_0206.pdf
2011-0211,1,2011-0211,2011-0211,2011-10-31,False,False,,,,2011-0211,True,a88b332016d38079,2011-0211__AD_2011-0211_1__easa_ad_2011_0211_superseded.pdf
2011-0212,1,2011-0212,2011-0212,2011-10-31,False,False,,,,2011-0212,True,31770234522ba9b7,2011-0212__AD_2011-0212_1__easa_ad_2011_0212_superseded.pdf
2011-0215,1,2011-0215,2011-0215,2011-11-04,False,False,,,,2011-0215,True,4450a4bcc7219c94,2011-0215__AD_2011-0215_1__easa_ad_2011_0215_Superseded.pdf
2011-0217,1,2011-0217,2011-0217,2011-11-10,False,False,,,,2011-0217,True,5028f6629cd8eb32,2011-0217__AD_2011-0217_2__easa_ad_2011_0217.pdf
2011-0229,1,2011-0229,2011-0229,2011-12-06,False,False,,,,2011-0229,True,ce19b58fcd7f9bfe,2011-0229__AD_2011-0229_1__easa_ad_2011_0229.pdf
2011-0231,1,2011-0231,2011-0231,2011-12-09,False,False,,,,2011-0231,True,96ecbbe3aec7ad0b,2011-0231__AD_2011-0231_1__easa_ad_2011_0231_superseded.pdf
2011-0238,1,2011-0238,2011-0238,2011-12-14,False,False,,,,2011-0238,True,86d63ed6a6fa3232,2011-0238__AD_2011-0238_1__easa_ad_2011_0238_superseded.pdf
2011-0242,1,2011-0242,2011-0242,2011-12-19,False,False,,,,2011-0242,True,13086bfb8f5f95ba,2011-0242__AD_2011-0242_1__easa_ad_2011_0242_Correction_superseded.pdf
2011-0248,1,2011-0248,2011-0248,2011-12-22,False,False,,,,2011-0248,True,60af3dc916728c7a,2011-0248__AD_2011-0248_1__easa_ad_2011_0248_Superseded.pdf
2012-0005,1,2012-0005,2012-0005,2012-01-10,False,False,,,,2012-0005,True,10e12e8c8738000f,2012-0005__AD_2012-0005_1__easa_ad_2012_0005.pdf
2012-0006,1,2012-0006,2012-0006,2012-01-12,False,False,,,,2012-0006,True,dc835295a1f52e9f,2012-0006__AD_2012-0006_1__easa_ad_2012_0006.pdf
2012-0007,1,2012-0007R1,2012-0007R1,2013-05-03,False,False,,,,2012-0007R1,True,3a4ed7054ae14777,2012-0007R1__AD_2012-0007R1_1__easa_ad_2012_0007_R1.pdf
2012-0008,1,2012-0008,2012-0008,2012-01-16,False,False,,,,2012-0008,True,512e3014309c99a9,2012-0008__AD_2012-0008_1__EASA_AD_2012_0008_superseded.pdf
2012-0009,1,2012-0009,2012-0009,2012-01-13,False,False,,,,2012-0009,True,4bc296d18599a88d,2012-0009__AD_2012-0009_1__easa_ad_2012_0009.pdf
2012-0010,1,2012-0010,2012-0010,2012-01-18,False,False,,,,2012-0010,True,de16e7e080a908b8,2012-0010__AD_2012-0010_1__easa_ad_2012_0010_superseded.pdf
2012-0011,1,2012-0011,2012-0011,2012-01-20,False,False,,,,2012-0011,True,f2672b8dd1ed699c,2012-0011__AD_2012-0011_1__easa_ad_2012_0011.pdf
2012-0012,1,2012-0012,2012-0012,2012-01-23,False,False,,,,2012-0012,True,c4f6c90788644aa8,2012-0012__AD_2012-0012_1__EASA_AD_2012_0012_superseded.pdf
2012-0013,1,2012-0013,2012-0013,2012-01-20,False,False,,,,2012-0013,True,0dfe4a914699e1af,2012-0013__AD_2012-0013_1__easa_ad_2012_0013_superseded.pdf
2012-0015,1,2012-0015,2012-0015,2012-01-23,False,False,,,,2012-0015,True,2c1a15eedf4dd8b1,2012-0015__AD_2012-0015_2__easa_ad_2012_0015_superseded.pdf
2012-0016,1,2012-0016R1,2012-0016R1,2013-07-30,False,False,,,,2012-0016R1,True,0935a3e54ef28d20,2012-0016R1__AD_2012-0016R1_1__easa_ad_2012_0016R1.pdf
2012-0017,1,2012-0017,2012-0017,2012-01-26,False,False,,,,2012-0017,True,3477d2b92c89145e,2012-0017__AD_2012-0017_1__easa_ad_2012_0017.pdf
2012-0020,1,2012-0020,2012-0020,2012-01-30,False,False,,,,2012-0020,True,95e14876103bbe38,2012-0020__AD_2012-0020_1__easa_ad_2012_0020_superseded.pdf
2012-0021,1,2012-0021,2012-0021,2012-01-30,False,False,,,,2012-0021,True,ad617639e4d53024,2012-0021__AD_2012-0021_2__easa_ad_2012_0021_superseded.pdf
2012-0026,1,2012-0026,2012-0026,2012-02-08,False,False,,,,2012-0026,True,44b6eb3dc37868df,2012-0026__AD_2012-0026_1__easa_ad_2012_0026_superseded.pdf
2012-0028,1,2012-0028,2012-0028,2012-02-14,False,False,,,,2012-0028,True,1c149e8d2b67ccc2,2012-0028__AD_2012-0028_1__easa_ad_2012_0028_Superseded.pdf
2012-0031,1,2012-0031,2012-0031,2012-02-22,False,False,,,,2012-0031,True,75665f97fc50c15f,2012-0031__AD_2012-0031_1__easa_ad_2012_0031_superseded.pdf
2012-0032,1,2012-0032R1,2012-0032R1,,False,False,,,,2012-0032R1,True,c2af310d21fa2890,2012-0032R1__AD_2012-0032R1_1__EASA_AD_2012_0032_R1.pdf
2012-0034,1,2012-0034R1,2012-0034R1,2015-09-24,False,False,,,,2012-0034R1,True,3f2c4539ec58d9db,2012-0034R1__AD_2012-0034R1_2__EASA_AD_2012_0034_R1.pdf
2012-0042,1,2012-0042,2012-0042,2012-04-10,False,False,,,,2012-0042,True,3c2da8e197eba02b,2012-0042__AD_2012-0042_1__easa_ad_2012_0042.pdf
2012-0044,1,2012-0044,2012-0044,2012-03-23,False,False,,,,2012-0044,True,69e5b51e2bbde913,2012-0044__AD_2012-0044_1__easa_ad_2012_0044.pdf
2012-0048,1,2012-0048,2012-0048,2012-04-03,False,False,,,,2012-0048,True,2623eac983fa8d80,2012-0048__AD_2012-0048_1__easa_ad_2012_0048.pdf
2012-0052,1,2012-0052R1,2012-0052R1,2015-02-05,False,False,,,,2012-0052R1,True,062501fa80d06b58,2012-0052R1__AD_2012-0052R1_1__EASA_AD_20120052_R1_superseded.pdf
2012-0053,1,2012-0053R1,2012-0053R1,,False,False,,,,2012-0053R1,True,5d58d15b3dc4957e,2012-0053R1__AD_2012-0053R1_1__EASA_AD_2012_0053_R1_superseded.pdf
2012-0055,1,2012-0055R1,2012-0055R1,2012-10-17,False,False,,,,2012-0055R1,True,78cbb8ba0b2c7158,2012-0055R1__AD_2012-0055R1_1__easa_ad_2012_0055_R1_superseded.pdf
2012-0056,1,2012-0056,2012-0056,2012-04-03,False,False,,,,2012-0056,True,87a00f334328dacb,2012-0056__AD_2012-0056_1__easa_ad_2012_0056.pdf
2012-0061,1,2012-0061R1,2012-0061R1,2012-11-30,False,False,,,,2012-0061R1,True,1a1d038259d6279f,2012-0061R1__AD_2012-0061R1_1__easa_ad_2012_0061_R1.pdf
2012-0062,1,2012-0062,2012-0062,2012-04-13,False,False,,,,2012-0062,True,8e0846a277704d8d,2012-0062__AD_2012-0062_1__easa_ad_2012_0062_superseded.pdf
2012-0069,1,2012-0069,2012-0069,2012-04-24,False,False,,,,2012-0069,True,029c89a18f70afbc,2012-0069__AD_2012-0069_1__easa_ad_2012_0069.pdf
